household_key,numBaskets,week,eggPurchase_week0,eggPurchase_week1,eggPurchase_week2,eggPurchase_week3,MARITAL_STATUS_CODE,AGE_DESC,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,avgBasketLoyaltyDiscount,avgSpendAmtPerBasket
469,529,Week of 627,0.0,0.0,0.0,0.0,U,45-54,75-99K,Probable Owner,Single Female,1,None/Unknown,-6.20256410256,44.2825641026
470,190,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.09425,13.7125
471,201,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-9.35714285714,48.4542857143
472,274,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-15.694,108.933
473,245,Week of 627,0.0,0.0,1.0,0.0,U,45-54,50-74K,Homeowner,Unknown,1,None/Unknown,-11.0407142857,61.9621428571
474,495,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-22.3531578947,96.5110526316
475,92,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-4.149,33.458
476,89,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.9825,33.38
477,88,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.64833333333,17.3633333333
478,5,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.7375,8.13666666667
479,158,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.40333333333,23.4314285714
480,223,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-6.55578947368,38.4952631579
481,103,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.63166666667,47.8216666667
482,149,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.90181818182,43.9981818182
483,308,Week of 627,0.0,0.0,0.0,0.0,U,45-54,35-49K,Unknown,Single Female,1,None/Unknown,-7.76,34.4633333333
484,437,Week of 627,1.0,1.0,0.0,1.0,U,25-34,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,-3.93354166667,25.47375
485,477,Week of 627,0.0,1.0,0.0,0.0,U,35-44,25-34K,Homeowner,Single Male,1,None/Unknown,-12.3151351351,46.6237837838
486,110,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.514,54.128
487,19,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.58,15.96
488,14,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.22,11.862
489,561,Week of 627,0.0,1.0,0.0,1.0,U,55-64,150-174K,Unknown,Single Female,1,None/Unknown,-2.66166666667,19.1975
490,352,Week of 627,0.0,0.0,1.0,0.0,A,35-44,75-99K,Homeowner,2 Adults Kids,5+,3+,-16.186,68.2025
491,247,Week of 627,0.0,0.0,0.0,0.0,A,45-54,75-99K,Unknown,Single Female,2,None/Unknown,-4.2144,39.1572
492,552,Week of 627,0.0,0.0,1.0,0.0,U,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-14.3358333333,78.3266666667
493,684,Week of 627,0.0,0.0,1.0,0.0,U,55-64,50-74K,Unknown,Unknown,1,None/Unknown,-3.53123287671,24.6506849315
495,203,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-9.78884615385,35.9853846154
496,30,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-14.19,72.2566666667
497,73,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.74470588235,13.4229411765
498,105,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.52952380952,12.5347619048
499,3,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.13,9.3
501,77,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-8.03666666667,35.4666666667
502,85,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.31375,28.325
503,581,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-6.10042553191,37.3923404255
504,105,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-13.0725,66.2075
505,40,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.1875,14.8325
506,151,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-5.50416666667,42.5775
507,87,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-4.07916666667,24.1991666667
508,113,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-4.894375,22.75
509,9,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.18,14.7733333333
510,838,Week of 627,1.0,1.0,0.0,0.0,A,35-44,250K+,Homeowner,2 Adults Kids,3,1,-3.60192771084,26.6109638554
511,464,Week of 627,0.0,1.0,0.0,1.0,,,,,,,,-3.11516129032,13.5670967742
512,123,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-15.5966666667,92.5833333333
513,492,Week of 627,0.0,1.0,0.0,0.0,U,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-13.4665909091,67.1527272727
514,286,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.41380952381,32.0561904762
515,184,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.04769230769,42.8484615385
516,44,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.48888888889,17.2711111111
517,363,Week of 627,0.0,1.0,1.0,0.0,,,,,,,,-5.35821428571,40.3192857143
518,590,Week of 627,0.0,0.0,1.0,0.0,A,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.0708,39.4838
519,29,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.34166666667,14.8033333333
520,162,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-4.21208333333,19.6747826087
521,114,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.7465,19.387
523,792,Week of 627,0.0,0.0,1.0,0.0,B,65+,35-49K,Homeowner,Single Male,1,None/Unknown,-3.33794117647,24.7515686275
524,54,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.05692307692,15.45
525,59,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.70454545455,17.8354545455
526,498,Week of 627,0.0,1.0,1.0,1.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-3.65254901961,30.5247058824
527,339,Week of 627,0.0,0.0,1.0,0.0,U,45-54,50-74K,Homeowner,Single Female,1,None/Unknown,-4.34568181818,26.7897727273
528,65,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.353,19.567
529,79,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-16.9766666667,74.9066666667
530,69,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.55571428571,32.1142857143
531,63,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.283,25.063
532,3,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.6,25.57
533,246,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-8.275,46.989375
534,306,Week of 627,0.0,0.0,0.0,0.0,U,45-54,35-49K,Unknown,Single Male,1,None/Unknown,-0.408391608392,2.91063380282
535,75,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-11.125,43.80625
536,111,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.342,15.761
537,31,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.79,12.42
538,599,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-7.91379310345,68.2689655172
539,248,Week of 627,1.0,1.0,1.0,0.0,,,,,,,,-6.2375,26.21675
540,570,Week of 627,1.0,1.0,0.0,0.0,B,25-34,50-74K,Homeowner,Single Female,1,None/Unknown,-5.70533333333,45.9748888889
541,138,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.25181818182,43.9881818182
542,231,Week of 627,0.0,1.0,0.0,0.0,U,25-34,35-49K,Unknown,Single Female,1,None/Unknown,-3.44882352941,20.2242424242
543,625,Week of 627,0.0,0.0,0.0,0.0,A,35-44,35-49K,Probable Owner,1 Adult Kids,3,1,-4.80461538462,41.7825641026
544,75,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-1.54214285714,9.11214285714
545,316,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-5.62526315789,37.9963157895
546,166,Week of 627,0.0,0.0,0.0,0.0,U,45-54,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,-8.986,40.488
547,109,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-11.835,51.4466666667
548,271,Week of 627,1.0,0.0,1.0,0.0,B,35-44,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-8.09173913043,35.8991304348
549,77,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.29384615385,27.9623076923
550,168,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.06,33.283125
551,106,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-3.80722222222,21.1022222222
552,358,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-12.4010526316,58.2852631579
553,746,Week of 627,0.0,0.0,0.0,0.0,U,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-4.27350649351,27.7290909091
554,190,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.95777777778,66.4211111111
557,53,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.82714285714,19.68
558,238,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-2.53243902439,16.1746341463
560,692,Week of 627,0.0,1.0,0.0,0.0,U,19-24,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,-4.75258064516,30.6406451613
561,198,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-9.52857142857,60.4435714286
562,255,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-11.6414285714,49.1832142857
563,149,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-7.046,39.47
564,107,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.42578947368,17.5436842105
565,24,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.514,24.62
566,18,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.59,18.0866666667
567,564,Week of 627,0.0,0.0,0.0,0.0,U,19-24,25-34K,Unknown,Single Male,1,None/Unknown,-3.00846938776,17.4054081633
568,1279,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-6.55879518072,50.553373494
569,175,Week of 627,0.0,0.0,0.0,0.0,A,35-44,250K+,Homeowner,2 Adults Kids,3,1,-2.95777777778,41.0694444444
570,136,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-16.116,67.925
571,83,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.808,64.374
572,28,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.34,17.398
573,59,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-4.06545454545,18.8590909091
574,764,Week of 627,0.0,0.0,1.0,0.0,A,35-44,75-99K,Homeowner,2 Adults Kids,3,1,-13.5187804878,55.4190243902
575,1099,Week of 627,0.0,0.0,1.0,0.0,U,35-44,50-74K,Unknown,Single Female,1,None/Unknown,-5.5878021978,36.0896703297
576,135,Week of 627,0.0,0.0,0.0,0.0,A,55-64,35-49K,Homeowner,Single Male,2,None/Unknown,-6.04642857143,35.7835714286
577,337,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-13.976,118.575
578,404,Week of 627,0.0,0.0,0.0,1.0,U,25-34,50-74K,Unknown,Single Male,1,None/Unknown,-4.41068181818,27.9881818182
579,46,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-17.88,57.29
580,103,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.57352941176,13.1111764706
581,400,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.82696428571,29.4882142857
582,283,Week of 627,0.0,0.0,1.0,0.0,A,45-54,125-149K,Homeowner,Unknown,3,1,-3.9725,38.7419444444
583,309,Week of 627,0.0,0.0,1.0,0.0,B,35-44,15-24K,Unknown,Single Female,1,None/Unknown,-3.7254,20.7952
585,60,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.23181818182,19.0354545455
586,677,Week of 627,1.0,1.0,0.0,1.0,A,19-24,35-49K,Renter,2 Adults Kids,3,1,-6.85781818182,40.018
587,35,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.99375,11.37
588,859,Week of 627,0.0,0.0,0.0,0.0,A,35-44,50-74K,Homeowner,2 Adults Kids,5+,3+,-5.57842105263,37.410877193
589,14,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.22,23.75
590,229,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.65023255814,24.7341860465
591,748,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.40147058824,41.7169117647
592,64,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.9225,18.1916666667
593,127,Week of 627,0.0,0.0,0.0,1.0,U,35-44,35-49K,Unknown,Single Male,1,None/Unknown,-2.20608695652,12.2339130435
594,182,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.82,32.7494117647
595,198,Week of 627,0.0,0.0,0.0,0.0,U,25-34,35-49K,Unknown,2 Adults Kids,3,1,-2.87351351351,15.7372972973
596,248,Week of 627,0.0,0.0,0.0,0.0,A,45-54,15-24K,Homeowner,1 Adult Kids,3,1,-3.47884615385,38.1253846154
597,448,Week of 627,0.0,0.0,1.0,0.0,U,19-24,Under 15K,Unknown,1 Adult Kids,2,1,-6.94961538462,54.7603846154
598,318,Week of 627,1.0,0.0,1.0,0.0,B,35-44,25-34K,Unknown,Single Female,1,None/Unknown,-3.77285714286,24.5263265306
599,13,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.75,16.47
600,410,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.92518518519,34.3324074074
601,357,Week of 627,0.0,0.0,0.0,0.0,A,35-44,100-124K,Homeowner,2 Adults Kids,4,2,-13.31375,85.29125
602,328,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.21,38.6523333333
603,20,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.652727272727,4.20363636364
604,240,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-4.69380952381,36.9661904762
605,477,Week of 627,0.0,0.0,0.0,0.0,A,25-34,75-99K,Homeowner,2 Adults Kids,4,2,-6.25137931034,42.9644827586
606,353,Week of 627,0.0,0.0,1.0,0.0,U,45-54,35-49K,Probable Renter,Unknown,1,None/Unknown,-6.12620689655,40.01
607,10,Week of 627,0.0,0.0,0.0,0.0,U,45-54,125-149K,Unknown,Unknown,1,None/Unknown,-1.12,6.77333333333
608,444,Week of 627,0.0,0.0,1.0,0.0,B,25-34,25-34K,Renter,1 Adult Kids,5+,3+,-3.60037735849,27.4037735849
609,233,Week of 627,0.0,0.0,0.0,0.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-2.65652173913,12.0802173913
610,49,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.82666666667,12.8388888889
611,242,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-10.8683333333,42.3195833333
612,522,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-4.73543478261,35.6969565217
613,95,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.01285714286,29.1742857143
614,536,Week of 627,0.0,0.0,1.0,0.0,A,35-44,15-24K,Unknown,2 Adults Kids,4,2,-5.15604651163,28.2865116279
615,80,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.13357142857,19.7671428571
616,4,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,0.0,11.18
617,223,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-9.46454545455,57.9163636364
618,452,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-2.81304347826,15.7375
619,30,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-19.01,93.68
620,26,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.462,11.466
621,484,Week of 627,0.0,1.0,0.0,0.0,U,45-54,35-49K,Unknown,Single Male,1,None/Unknown,-2.37738461538,21.6767692308
622,205,Week of 627,0.0,0.0,0.0,0.0,U,35-44,15-24K,Unknown,Single Female,1,None/Unknown,-2.14283018868,14.4154716981
623,59,Week of 627,0.0,1.0,0.0,0.0,A,45-54,35-49K,Homeowner,2 Adults Kids,3,1,-2.43066666667,11.6633333333
624,717,Week of 627,1.0,0.0,1.0,0.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-14.3115909091,62.1690909091
625,169,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.844,43.094
626,61,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.10833333333,22.9933333333
627,130,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.73,41.6192307692
628,61,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-16.395,118.46
629,2,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.49,5.48
630,523,Week of 627,0.0,0.0,0.0,1.0,A,35-44,35-49K,Homeowner,2 Adults Kids,3,1,-17.9823684211,61.3034210526
631,884,Week of 627,0.0,0.0,1.0,0.0,A,65+,100-124K,Homeowner,2 Adults Kids,3,1,-3.21467213115,20.8863114754
632,348,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-13.2105555556,64.3405555556
633,367,Week of 627,0.0,1.0,0.0,1.0,,,,,,,,-8.90935483871,41.1829032258
635,6,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.81,9.085
636,1171,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-7.51217948718,47.3432051282
637,237,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-4.80545454545,19.1479545455
638,691,Week of 627,0.0,1.0,0.0,1.0,,,,,,,,-7.66260869565,51.3754347826
639,131,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.60142857143,9.97214285714
640,52,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.74,33.49
641,1154,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.46597701149,44.3193103448
642,28,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-8.58,74.9
643,192,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-13.1061538462,50.4830769231
644,365,Week of 627,1.0,0.0,1.0,1.0,A,65+,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-2.89279069767,17.0548837209
645,21,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.51166666667,12.39
646,99,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-25.3333333333,99.89
647,569,Week of 627,0.0,0.0,0.0,1.0,A,35-44,50-74K,Renter,2 Adults Kids,4,2,-10.4991891892,59.7435135135
648,291,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.4,28.62125
649,57,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.81833333333,21.2266666667
650,64,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.3925,13.2990909091
651,34,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-15.81,88.01
652,250,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.45066666667,39.9766666667
653,768,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-16.436,93.5466666667
654,264,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-1.876,12.8905
655,211,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-8.47,46.7275
656,533,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-13.361,93.021
657,6,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,0.0,4.9375
658,98,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.88263157895,14.2405263158
659,61,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.162,37.43
660,441,Week of 627,1.0,0.0,0.0,0.0,A,55-64,50-74K,Homeowner,Unknown,2,None/Unknown,-7.14853658537,46.2117073171
661,401,Week of 627,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,Unknown,1,None/Unknown,-1.60641221374,12.7261832061
662,79,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.71727272727,32.7381818182
663,354,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-6.85233333333,28.2556666667
664,168,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-7.46333333333,42.5077777778
665,14,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.3,8.72142857143
666,211,Week of 627,1.0,0.0,0.0,1.0,,,,,,,,-1.93953488372,13.1769767442
667,291,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-4.24514285714,21.0748571429
668,137,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-5.62764705882,22.7217647059
669,512,Week of 627,1.0,0.0,0.0,0.0,,,,,,,,-6.0485,54.6015
670,577,Week of 627,0.0,0.0,1.0,0.0,A,55-64,35-49K,Unknown,2 Adults Kids,3,1,-5.47958333333,42.6922916667
671,194,Week of 627,0.0,0.0,1.0,0.0,U,35-44,35-49K,Homeowner,Single Female,1,None/Unknown,-3.81967741935,30.3438709677
672,410,Week of 627,0.0,0.0,0.0,0.0,U,35-44,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,-8.615,35.2747222222
673,102,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.19708333333,18.6954166667
674,706,Week of 627,1.0,0.0,1.0,0.0,,,,,,,,-7.78904761905,53.7097619048
675,481,Week of 627,1.0,1.0,0.0,1.0,U,35-44,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,-4.04019607843,28.3133333333
676,1034,Week of 627,0.0,1.0,0.0,1.0,,,,,,,,-6.07520661157,32.2776859504
677,67,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.20833333333,38.5816666667
678,12,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.89666666667,7.81666666667
679,158,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.37571428571,14.6405714286
680,496,Week of 627,1.0,0.0,1.0,0.0,U,45-54,50-74K,Homeowner,Unknown,1,None/Unknown,-10.5940625,47.845625
681,181,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.61294117647,41.4441176471
682,215,Week of 627,0.0,0.0,0.0,0.0,A,65+,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,-4.09076923077,17.5505128205
683,5,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.96,13.03
684,112,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.51352941176,18.3452941176
685,652,Week of 627,0.0,0.0,0.0,0.0,A,35-44,Under 15K,Unknown,Single Female,2,None/Unknown,-6.31878787879,32.8077272727
686,12,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.51,13.79
687,401,Week of 627,0.0,1.0,1.0,0.0,,,,,,,,-10.8660869565,51.2908695652
688,296,Week of 627,1.0,0.0,0.0,0.0,A,35-44,125-149K,Homeowner,2 Adults Kids,3,1,-20.0528571429,165.895714286
690,236,Week of 627,0.0,0.0,0.0,0.0,B,65+,15-24K,Homeowner,Single Female,1,None/Unknown,-2.75807692308,15.3421153846
691,149,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-6.89583333333,38.2725
692,389,Week of 627,0.0,1.0,1.0,1.0,U,65+,35-49K,Homeowner,Single Female,1,None/Unknown,-3.01484848485,33.4151515152
693,347,Week of 627,0.0,0.0,0.0,0.0,U,45-54,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,-4.562,35.4362857143
694,70,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.69842105263,10.7384210526
695,775,Week of 627,1.0,0.0,1.0,0.0,B,35-44,35-49K,Unknown,1 Adult Kids,3,2,-7.05,47.4880357143
696,1174,Week of 627,1.0,0.0,1.0,1.0,U,35-44,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.58325842697,48.7764044944
697,183,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-5.59909090909,47.6972727273
698,135,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-2.21764705882,18.4388235294
699,653,Week of 627,0.0,1.0,1.0,0.0,A,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-14.1612,110.4296
700,183,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-12.2133333333,95.3277777778
701,344,Week of 627,1.0,0.0,1.0,0.0,,,,,,,,-9.40952380952,66.0947619048
702,670,Week of 627,0.0,0.0,1.0,0.0,,,,,,,,-6.94689655172,39.1589655172
703,679,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-9.36117647059,71.1567647059
704,3,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.875,6.515
705,85,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.59911764706,8.96647058824
706,396,Week of 627,0.0,1.0,0.0,1.0,B,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.98176470588,40.9923529412
707,1226,Week of 627,0.0,1.0,0.0,1.0,A,25-34,100-124K,Homeowner,2 Adults Kids,5+,3+,-4.45207407407,39.2221481481
708,212,Week of 627,0.0,0.0,0.0,0.0,A,35-44,100-124K,Homeowner,2 Adults Kids,4,2,-6.696875,45.543125
709,452,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-7.48928571429,30.4242857143
710,412,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.83367088608,13.75
711,39,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.005,10.93
712,939,Week of 627,0.0,0.0,1.0,0.0,A,65+,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.07439393939,52.8765151515
713,87,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-8.4775,37.32875
714,524,Week of 627,1.0,0.0,1.0,0.0,U,55-64,15-24K,Unknown,2 Adults Kids,3,1,-4.374375,19.2582291667
715,419,Week of 627,0.0,1.0,1.0,0.0,A,55-64,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,-5.39294117647,25.6833333333
716,87,Week of 627,0.0,0.0,0.0,0.0,A,45-54,75-99K,Homeowner,2 Adults Kids,5+,3+,-5.65526315789,19.13
717,52,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.51705882353,11.4752941176
718,1645,Week of 627,0.0,1.0,1.0,0.0,A,45-54,25-34K,Homeowner,2 Adults Kids,5+,3+,-4.99573684211,26.6814736842
719,279,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-11.0417647059,45.1882352941
720,79,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.86761904762,24.950952381
721,36,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-0.762727272727,11.6045454545
722,673,Week of 627,0.0,0.0,0.0,1.0,A,35-44,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.444375,43.9835416667
723,237,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-14.331,76.901
724,21,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-2.6175,12.4175
725,771,Week of 627,1.0,0.0,0.0,0.0,U,45-54,25-34K,Unknown,Single Female,1,None/Unknown,-15.4011111111,58.8197222222
726,326,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-10.6181818182,47.7859090909
727,473,Week of 627,0.0,1.0,0.0,0.0,,,,,,,,-5.67976190476,36.9854761905
728,246,Week of 627,0.0,0.0,0.0,1.0,,,,,,,,-2.74826923077,15.8682692308
729,44,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-3.457,25.117
730,88,Week of 627,0.0,0.0,0.0,0.0,,,,,,,,-1.46333333333,11.3075757576
731,116,Week of 627,0.0,0.0,0.0,0.0,U,45-54,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,-2.86434782609,17.0130434783
732,506,Week of 627,0.0,0.0,1.0,0.0,A,55-64,75-99K,Homeowner,2 Adults Kids,4,2,-13.3903333333,57.051
